disease,year,month,state,count
Salmonellosis,2013,6,QLD,135
Salmonellosis,2013,7,QLD,147
Salmonellosis,2013,8,QLD,178
Salmonellosis,2013,9,QLD,133
Salmonellosis,2013,10,QLD,226
Salmonellosis,2013,11,QLD,486
Salmonellosis,2013,12,QLD,322
Salmonellosis,2014,1,QLD,565
Salmonellosis,2014,2,QLD,469
Salmonellosis,2014,3,QLD,491
Salmonellosis,2014,4,QLD,508
Salmonellosis,2014,5,QLD,536
Salmonellosis,2014,6,QLD,265
Salmonellosis,2014,7,QLD,227
Salmonellosis,2014,8,QLD,267
Salmonellosis,2014,9,QLD,229
Salmonellosis,2014,10,QLD,320
Salmonellosis,2014,11,QLD,388
Salmonellosis,2014,12,QLD,515
Salmonellosis,2015,1,QLD,1037
Salmonellosis,2015,2,QLD,705
Salmonellosis,2015,3,QLD,740
Salmonellosis,2015,4,QLD,538
Salmonellosis,2015,5,QLD,472
Salmonellosis,2015,6,QLD,235
Salmonellosis,2015,7,QLD,253
Salmonellosis,2015,8,QLD,194
Salmonellosis,2015,9,QLD,189
Salmonellosis,2015,10,QLD,327
Salmonellosis,2015,11,QLD,283
Salmonellosis,2015,12,QLD,335
Salmonellosis,2016,1,QLD,655
Salmonellosis,2016,2,QLD,636
Salmonellosis,2016,3,QLD,622
Salmonellosis,2016,4,QLD,623
Salmonellosis,2016,5,QLD,378
Salmonellosis,2016,6,QLD,282
Salmonellosis,2016,7,QLD,291
Salmonellosis,2016,8,QLD,196
Salmonellosis,2016,9,QLD,227
Salmonellosis,2016,10,QLD,227
Salmonellosis,2016,11,QLD,290
Salmonellosis,2016,12,QLD,456
Salmonellosis,2017,1,QLD,557
Salmonellosis,2017,2,QLD,518
Salmonellosis,2017,3,QLD,700
Salmonellosis,2017,4,QLD,448
Salmonellosis,2017,5,QLD,313
Salmonellosis,2017,6,QLD,267
Salmonellosis,2017,7,QLD,204
Salmonellosis,2017,8,QLD,152
Salmonellosis,2017,9,QLD,186
Salmonellosis,2017,10,QLD,273
Salmonellosis,2017,11,QLD,267
Salmonellosis,2017,12,QLD,334
Salmonellosis,2018,1,QLD,344
Salmonellosis,2018,2,QLD,430
Salmonellosis,2018,3,QLD,510
Salmonellosis,2018,4,QLD,358
Salmonellosis,2018,5,QLD,285
Salmonellosis,2018,6,QLD,235
Salmonellosis,2018,7,QLD,169
Salmonellosis,2018,8,QLD,187
Salmonellosis,2018,9,QLD,177
Salmonellosis,2018,10,QLD,181
Salmonellosis,2018,11,QLD,309
Salmonellosis,2018,12,QLD,278
Salmonellosis,2019,1,QLD,349
Salmonellosis,2019,2,QLD,367
Salmonellosis,2019,3,QLD,523
Salmonellosis,2019,4,QLD,365
Salmonellosis,2019,5,QLD,375
Salmonellosis,2019,6,QLD,208
Salmonellosis,2019,7,QLD,178
Salmonellosis,2019,8,QLD,184
Salmonellosis,2019,9,QLD,173
Salmonellosis,2019,10,QLD,258
Salmonellosis,2019,11,QLD,409
Salmonellosis,2019,12,QLD,395
Salmonellosis,2020,1,QLD,681
Salmonellosis,2020,2,QLD,1071
Salmonellosis,2020,3,QLD,451
Salmonellosis,2020,4,QLD,248
Salmonellosis,2020,5,QLD,289
Salmonellosis,2020,6,QLD,183
Salmonellosis,2020,7,QLD,163
Salmonellosis,2020,8,QLD,119
Salmonellosis,2020,9,QLD,143
Salmonellosis,2020,10,QLD,191
Salmonellosis,2020,11,QLD,217
Salmonellosis,2020,12,QLD,323
Salmonellosis,2021,1,QLD,666
Salmonellosis,2021,2,QLD,493
Salmonellosis,2021,3,QLD,512
Salmonellosis,2021,4,QLD,496
Salmonellosis,2021,5,QLD,252
Salmonellosis,2021,6,QLD,178
Salmonellosis,2021,7,QLD,193
Salmonellosis,2021,8,QLD,113
Salmonellosis,2021,9,QLD,148
Salmonellosis,2021,10,QLD,307
Salmonellosis,2021,11,QLD,337
Salmonellosis,2021,12,QLD,375
Salmonellosis,2022,1,QLD,320
Salmonellosis,2022,2,QLD,426
Salmonellosis,2022,3,QLD,479
Salmonellosis,2022,4,QLD,425
Salmonellosis,2022,5,QLD,275
Salmonellosis,2022,6,QLD,198
Salmonellosis,2022,7,QLD,164
Salmonellosis,2022,8,QLD,132
Salmonellosis,2022,9,QLD,177
Salmonellosis,2022,10,QLD,169
Salmonellosis,2022,11,QLD,201
Salmonellosis,2022,12,QLD,277
Salmonellosis,2023,1,QLD,263
Salmonellosis,2023,2,QLD,363
Salmonellosis,2023,3,QLD,483
Salmonellosis,2023,4,QLD,332
Salmonellosis,2023,5,QLD,236
Salmonellosis,2023,6,QLD,214
Salmonellosis,2023,7,QLD,147
Salmonellosis,2023,8,QLD,156
Salmonellosis,2023,9,QLD,219
Salmonellosis,2023,10,QLD,234
Salmonellosis,2023,11,QLD,220
Salmonellosis,2023,12,QLD,369
Salmonellosis,2024,1,QLD,371
Salmonellosis,2024,2,QLD,515
Salmonellosis,2024,3,QLD,577
Salmonellosis,2024,4,QLD,455
Salmonellosis,2024,5,QLD,372
Salmonellosis,2024,6,QLD,198
Salmonellosis,2024,7,QLD,159
Salmonellosis,2024,8,QLD,194
Salmonellosis,2024,9,QLD,178
Salmonellosis,2024,10,QLD,214
Salmonellosis,2024,11,QLD,332
Salmonellosis,2024,12,QLD,309
Salmonellosis,2025,1,QLD,26
Salmonellosis,2009,1,SA,73
Salmonellosis,2009,2,SA,59
Salmonellosis,2009,3,SA,35
Salmonellosis,2009,4,SA,76
Salmonellosis,2009,5,SA,80
Salmonellosis,2009,6,SA,51
Salmonellosis,2009,7,SA,55
Salmonellosis,2009,8,SA,38
Salmonellosis,2009,9,SA,44
Salmonellosis,2009,10,SA,52
Salmonellosis,2009,11,SA,50
Salmonellosis,2009,12,SA,58
Salmonellosis,2010,1,SA,83
Salmonellosis,2010,2,SA,44
Salmonellosis,2010,3,SA,47
Salmonellosis,2010,4,SA,50
Salmonellosis,2010,5,SA,57
Salmonellosis,2010,6,SA,44
Salmonellosis,2010,7,SA,59
Salmonellosis,2010,8,SA,42
Salmonellosis,2010,9,SA,62
Salmonellosis,2010,10,SA,71
Salmonellosis,2010,11,SA,49
Salmonellosis,2010,12,SA,70
Salmonellosis,2011,1,SA,170
Salmonellosis,2011,2,SA,122
Salmonellosis,2011,3,SA,100
Salmonellosis,2011,4,SA,101
Salmonellosis,2011,5,SA,57
Salmonellosis,2011,6,SA,61
Salmonellosis,2011,7,SA,71
Salmonellosis,2011,8,SA,44
Salmonellosis,2011,9,SA,66
Salmonellosis,2011,10,SA,57
Salmonellosis,2011,11,SA,107
Salmonellosis,2011,12,SA,108
Salmonellosis,2012,1,SA,97
Salmonellosis,2012,2,SA,86
Salmonellosis,2012,3,SA,107
Salmonellosis,2012,4,SA,64
Salmonellosis,2012,5,SA,72
Salmonellosis,2012,6,SA,86
Salmonellosis,2012,7,SA,37
Salmonellosis,2012,8,SA,65
Salmonellosis,2012,9,SA,60
Salmonellosis,2012,10,SA,61
Salmonellosis,2012,11,SA,56
Salmonellosis,2012,12,SA,43
Salmonellosis,2013,1,SA,79
Salmonellosis,2013,2,SA,75
Salmonellosis,2013,3,SA,102
Salmonellosis,2013,4,SA,88
Salmonellosis,2013,5,SA,103
Salmonellosis,2013,6,SA,78
Salmonellosis,2013,7,SA,66
Salmonellosis,2013,8,SA,87
Salmonellosis,2013,9,SA,69
Salmonellosis,2013,10,SA,84
Salmonellosis,2013,11,SA,66
Salmonellosis,2013,12,SA,76
Salmonellosis,2014,1,SA,115
Salmonellosis,2014,2,SA,106
Salmonellosis,2014,3,SA,121
Salmonellosis,2014,4,SA,119
Salmonellosis,2014,5,SA,137
Salmonellosis,2014,6,SA,73
Salmonellosis,2014,7,SA,75
Salmonellosis,2014,8,SA,113
Salmonellosis,2014,9,SA,66
Salmonellosis,2014,10,SA,85
Salmonellosis,2014,11,SA,68
Salmonellosis,2014,12,SA,138
Salmonellosis,2015,1,SA,157
Salmonellosis,2015,2,SA,136
Salmonellosis,2015,3,SA,109
Salmonellosis,2015,4,SA,97
Salmonellosis,2015,5,SA,173
Salmonellosis,2015,6,SA,85
Salmonellosis,2015,7,SA,92
Salmonellosis,2015,8,SA,55
Salmonellosis,2015,9,SA,70
Salmonellosis,2015,10,SA,115
Salmonellosis,2015,11,SA,91
Salmonellosis,2015,12,SA,81
Salmonellosis,2016,1,SA,173
Salmonellosis,2016,2,SA,137
Salmonellosis,2016,3,SA,144
Salmonellosis,2016,4,SA,289
Salmonellosis,2016,5,SA,126
Salmonellosis,2016,6,SA,63
Salmonellosis,2016,7,SA,177
Salmonellosis,2016,8,SA,104
Salmonellosis,2016,9,SA,73
Salmonellosis,2016,10,SA,73
Salmonellosis,2016,11,SA,88
Salmonellosis,2016,12,SA,143
Salmonellosis,2017,1,SA,172
Salmonellosis,2017,2,SA,149
Salmonellosis,2017,3,SA,202
Salmonellosis,2017,4,SA,125
Salmonellosis,2017,5,SA,100
Salmonellosis,2017,6,SA,95
Salmonellosis,2017,7,SA,64
Salmonellosis,2017,8,SA,62
Salmonellosis,2017,9,SA,70
Salmonellosis,2017,10,SA,84
Salmonellosis,2017,11,SA,98
Salmonellosis,2017,12,SA,228
Salmonellosis,2018,1,SA,150
Salmonellosis,2018,2,SA,116
Salmonellosis,2018,3,SA,162
Salmonellosis,2018,4,SA,119
Salmonellosis,2018,5,SA,79
Salmonellosis,2018,6,SA,124
Salmonellosis,2018,7,SA,61
Salmonellosis,2018,8,SA,81
Salmonellosis,2018,9,SA,52
Salmonellosis,2018,10,SA,71
Salmonellosis,2018,11,SA,68
Salmonellosis,2018,12,SA,86
Salmonellosis,2019,1,SA,109
Salmonellosis,2019,2,SA,220
Salmonellosis,2019,3,SA,143
Salmonellosis,2019,4,SA,62
Salmonellosis,2019,5,SA,82
Salmonellosis,2019,6,SA,57
Salmonellosis,2019,7,SA,61
Salmonellosis,2019,8,SA,92
Salmonellosis,2019,9,SA,78
Salmonellosis,2019,10,SA,104
Salmonellosis,2019,11,SA,94
Salmonellosis,2019,12,SA,76
Salmonellosis,2020,1,SA,108
Salmonellosis,2020,2,SA,102
Salmonellosis,2020,3,SA,72
Salmonellosis,2020,4,SA,50
Salmonellosis,2020,5,SA,58
Salmonellosis,2020,6,SA,28
Salmonellosis,2020,7,SA,36
Salmonellosis,2020,8,SA,31
Salmonellosis,2020,9,SA,31
Salmonellosis,2020,10,SA,71
Salmonellosis,2020,11,SA,36
Salmonellosis,2020,12,SA,42
Salmonellosis,2021,1,SA,76
Salmonellosis,2021,2,SA,30
Salmonellosis,2021,3,SA,54
Salmonellosis,2021,4,SA,86
Salmonellosis,2021,5,SA,33
Salmonellosis,2021,6,SA,34
Salmonellosis,2021,7,SA,38
Salmonellosis,2021,8,SA,23
Salmonellosis,2021,9,SA,28
Salmonellosis,2021,10,SA,32
Salmonellosis,2021,11,SA,72
Salmonellosis,2021,12,SA,54
Salmonellosis,2022,1,SA,45
Salmonellosis,2022,2,SA,50
Salmonellosis,2022,3,SA,51
Salmonellosis,2022,4,SA,63
Salmonellosis,2022,5,SA,40
Salmonellosis,2022,6,SA,49
Salmonellosis,2022,7,SA,38
Salmonellosis,2022,8,SA,38
Salmonellosis,2022,9,SA,53
Salmonellosis,2022,10,SA,41
Salmonellosis,2022,11,SA,42
Salmonellosis,2022,12,SA,62
Salmonellosis,2023,1,SA,84
Salmonellosis,2023,2,SA,59
Salmonellosis,2023,3,SA,81
Salmonellosis,2023,4,SA,56
Salmonellosis,2023,5,SA,46
Salmonellosis,2023,6,SA,39
Salmonellosis,2023,7,SA,57
Salmonellosis,2023,8,SA,31
Salmonellosis,2023,9,SA,55
Salmonellosis,2023,10,SA,59
Salmonellosis,2023,11,SA,38
Salmonellosis,2023,12,SA,75
Salmonellosis,2024,1,SA,94
Salmonellosis,2024,2,SA,71
Salmonellosis,2024,3,SA,109
Salmonellosis,2024,4,SA,53
Salmonellosis,2024,5,SA,70
Salmonellosis,2024,6,SA,41
Salmonellosis,2024,7,SA,60
Salmonellosis,2024,8,SA,52
Salmonellosis,2024,9,SA,50
Salmonellosis,2024,10,SA,53
Salmonellosis,2024,11,SA,58
Salmonellosis,2024,12,SA,55
Salmonellosis,2025,1,SA,4
Salmonellosis,2009,1,TAS,21
Salmonellosis,2009,2,TAS,23
Salmonellosis,2009,3,TAS,12
Salmonellosis,2009,4,TAS,18
Salmonellosis,2009,5,TAS,13
Salmonellosis,2009,6,TAS,11
Salmonellosis,2009,7,TAS,8
Salmonellosis,2009,8,TAS,7
Salmonellosis,2009,9,TAS,11
Salmonellosis,2009,10,TAS,5
Salmonellosis,2009,11,TAS,18
Salmonellosis,2009,12,TAS,15
Salmonellosis,2010,1,TAS,23
Salmonellosis,2010,2,TAS,38
Salmonellosis,2010,3,TAS,31
Salmonellosis,2010,4,TAS,26
Salmonellosis,2010,5,TAS,6
Salmonellosis,2010,6,TAS,16
Salmonellosis,2010,7,TAS,11
Salmonellosis,2010,8,TAS,10
Salmonellosis,2010,9,TAS,16
Salmonellosis,2010,10,TAS,9
Salmonellosis,2010,11,TAS,15
Salmonellosis,2010,12,TAS,40
Salmonellosis,2011,1,TAS,26
Salmonellosis,2011,2,TAS,27
Salmonellosis,2011,3,TAS,17
Salmonellosis,2011,4,TAS,15
Salmonellosis,2011,5,TAS,12
Salmonellosis,2011,6,TAS,8
Salmonellosis,2011,7,TAS,11
Salmonellosis,2011,8,TAS,13
Salmonellosis,2011,9,TAS,13
Salmonellosis,2011,10,TAS,13
Salmonellosis,2011,11,TAS,15
Salmonellosis,2011,12,TAS,27
Salmonellosis,2012,1,TAS,31
Salmonellosis,2012,2,TAS,26
Salmonellosis,2012,3,TAS,50
Salmonellosis,2012,4,TAS,15
Salmonellosis,2012,5,TAS,13
Salmonellosis,2012,6,TAS,19
Salmonellosis,2012,7,TAS,12
Salmonellosis,2012,8,TAS,16
Salmonellosis,2012,9,TAS,18
Salmonellosis,2012,10,TAS,16
Salmonellosis,2012,11,TAS,19
Salmonellosis,2012,12,TAS,37
Salmonellosis,2013,1,TAS,30
Salmonellosis,2013,2,TAS,32
Salmonellosis,2013,3,TAS,51
Salmonellosis,2013,4,TAS,26
Salmonellosis,2013,5,TAS,17
Salmonellosis,2013,6,TAS,10
Salmonellosis,2013,7,TAS,7
Salmonellosis,2013,8,TAS,14
Salmonellosis,2013,9,TAS,13
Salmonellosis,2013,10,TAS,15
Salmonellosis,2013,11,TAS,13
Salmonellosis,2013,12,TAS,18
Salmonellosis,2014,1,TAS,39
Salmonellosis,2014,2,TAS,34
Salmonellosis,2014,3,TAS,32
Salmonellosis,2014,4,TAS,19
Salmonellosis,2014,5,TAS,18
Salmonellosis,2014,6,TAS,7
Salmonellosis,2014,7,TAS,10
Salmonellosis,2014,8,TAS,11
Salmonellosis,2014,9,TAS,7
Salmonellosis,2014,10,TAS,23
Salmonellosis,2014,11,TAS,27
Salmonellosis,2014,12,TAS,21
Salmonellosis,2015,1,TAS,35
Salmonellosis,2015,2,TAS,37
Salmonellosis,2015,3,TAS,32
Salmonellosis,2015,4,TAS,14
Salmonellosis,2015,5,TAS,16
Salmonellosis,2015,6,TAS,16
Salmonellosis,2015,7,TAS,14
Salmonellosis,2015,8,TAS,7
Salmonellosis,2015,9,TAS,16
Salmonellosis,2015,10,TAS,15
Salmonellosis,2015,11,TAS,15
Salmonellosis,2015,12,TAS,34
Salmonellosis,2016,1,TAS,36
Salmonellosis,2016,2,TAS,44
Salmonellosis,2016,3,TAS,39
Salmonellosis,2016,4,TAS,29
Salmonellosis,2016,5,TAS,32
Salmonellosis,2016,6,TAS,18
Salmonellosis,2016,7,TAS,15
Salmonellosis,2016,8,TAS,10
Salmonellosis,2016,9,TAS,17
Salmonellosis,2016,10,TAS,11
Salmonellosis,2016,11,TAS,14
Salmonellosis,2016,12,TAS,29
Salmonellosis,2017,1,TAS,35
Salmonellosis,2017,2,TAS,32
Salmonellosis,2017,3,TAS,44
Salmonellosis,2017,4,TAS,16
Salmonellosis,2017,5,TAS,17
Salmonellosis,2017,6,TAS,12
Salmonellosis,2017,7,TAS,16
Salmonellosis,2017,8,TAS,20
Salmonellosis,2017,9,TAS,19
Salmonellosis,2017,10,TAS,17
Salmonellosis,2017,11,TAS,24
Salmonellosis,2017,12,TAS,56
Salmonellosis,2018,1,TAS,38
Salmonellosis,2018,2,TAS,44
Salmonellosis,2018,3,TAS,54
Salmonellosis,2018,4,TAS,21
Salmonellosis,2018,5,TAS,11
Salmonellosis,2018,6,TAS,15
Salmonellosis,2018,7,TAS,11
Salmonellosis,2018,8,TAS,16
Salmonellosis,2018,9,TAS,11
Salmonellosis,2018,10,TAS,21
Salmonellosis,2018,11,TAS,22
Salmonellosis,2018,12,TAS,20
Salmonellosis,2019,1,TAS,33
Salmonellosis,2019,2,TAS,30
Salmonellosis,2019,3,TAS,30
Salmonellosis,2019,4,TAS,19
Salmonellosis,2019,5,TAS,26
Salmonellosis,2019,6,TAS,6
Salmonellosis,2019,7,TAS,12
Salmonellosis,2019,8,TAS,12
Salmonellosis,2019,9,TAS,9
Salmonellosis,2019,10,TAS,18
Salmonellosis,2019,11,TAS,24
Salmonellosis,2019,12,TAS,18
Salmonellosis,2020,1,TAS,20
Salmonellosis,2020,2,TAS,37
Salmonellosis,2020,3,TAS,27
Salmonellosis,2020,4,TAS,15
Salmonellosis,2020,5,TAS,11
Salmonellosis,2020,6,TAS,8
Salmonellosis,2020,7,TAS,8
Salmonellosis,2020,8,TAS,7
Salmonellosis,2020,9,TAS,4
Salmonellosis,2020,10,TAS,9
Salmonellosis,2020,11,TAS,17
Salmonellosis,2020,12,TAS,22
Salmonellosis,2021,1,TAS,49
Salmonellosis,2021,2,TAS,24
Salmonellosis,2021,3,TAS,23
Salmonellosis,2021,4,TAS,22
Salmonellosis,2021,5,TAS,11
Salmonellosis,2021,6,TAS,10
Salmonellosis,2021,7,TAS,8
Salmonellosis,2021,8,TAS,12
Salmonellosis,2021,9,TAS,7
Salmonellosis,2021,10,TAS,17
Salmonellosis,2021,11,TAS,16
Salmonellosis,2021,12,TAS,12
Salmonellosis,2022,1,TAS,23
Salmonellosis,2022,2,TAS,35
Salmonellosis,2022,3,TAS,27
Salmonellosis,2022,4,TAS,22
Salmonellosis,2022,5,TAS,16
Salmonellosis,2022,6,TAS,5
Salmonellosis,2022,7,TAS,6
Salmonellosis,2022,8,TAS,9
Salmonellosis,2022,9,TAS,10
Salmonellosis,2022,10,TAS,12
Salmonellosis,2022,11,TAS,13
Salmonellosis,2022,12,TAS,18
Salmonellosis,2023,1,TAS,22
Salmonellosis,2023,2,TAS,36
Salmonellosis,2023,3,TAS,44
Salmonellosis,2023,4,TAS,21
Salmonellosis,2023,5,TAS,14
Salmonellosis,2023,6,TAS,21
Salmonellosis,2023,7,TAS,10
Salmonellosis,2023,8,TAS,12
Salmonellosis,2023,9,TAS,20
Salmonellosis,2023,10,TAS,16
Salmonellosis,2023,11,TAS,23
Salmonellosis,2023,12,TAS,29
Salmonellosis,2024,1,TAS,27
Salmonellosis,2024,2,TAS,32
Salmonellosis,2024,3,TAS,46
Salmonellosis,2024,4,TAS,33
Salmonellosis,2024,5,TAS,22
Salmonellosis,2024,6,TAS,10
Salmonellosis,2024,7,TAS,13
Salmonellosis,2024,8,TAS,13
Salmonellosis,2024,9,TAS,13
Salmonellosis,2024,10,TAS,9
Salmonellosis,2024,11,TAS,23
Salmonellosis,2024,12,TAS,32
Salmonellosis,2009,1,VIC,123
Salmonellosis,2009,2,VIC,179
Salmonellosis,2009,3,VIC,179
Salmonellosis,2009,4,VIC,127
Salmonellosis,2009,5,VIC,137
Salmonellosis,2009,6,VIC,72
Salmonellosis,2009,7,VIC,106
Salmonellosis,2009,8,VIC,100
Salmonellosis,2009,9,VIC,128
Salmonellosis,2009,10,VIC,151
Salmonellosis,2009,11,VIC,162
Salmonellosis,2009,12,VIC,145
Salmonellosis,2010,1,VIC,257
Salmonellosis,2010,2,VIC,242
Salmonellosis,2010,3,VIC,232
Salmonellosis,2010,4,VIC,218
Salmonellosis,2010,5,VIC,180
Salmonellosis,2010,6,VIC,126
Salmonellosis,2010,7,VIC,199
Salmonellosis,2010,8,VIC,135
Salmonellosis,2010,9,VIC,117
Salmonellosis,2010,10,VIC,197
Salmonellosis,2010,11,VIC,167
Salmonellosis,2010,12,VIC,223
Salmonellosis,2011,1,VIC,274
Salmonellosis,2011,2,VIC,390
Salmonellosis,2011,3,VIC,279
Salmonellosis,2011,4,VIC,269
Salmonellosis,2011,5,VIC,152
Salmonellosis,2011,6,VIC,155
Salmonellosis,2011,7,VIC,200
Salmonellosis,2011,8,VIC,162
Salmonellosis,2011,9,VIC,201
Salmonellosis,2011,10,VIC,160
Salmonellosis,2011,11,VIC,194
Salmonellosis,2011,12,VIC,283
Salmonellosis,2012,1,VIC,252
Salmonellosis,2012,2,VIC,248
Salmonellosis,2012,3,VIC,297
Salmonellosis,2012,4,VIC,193
Salmonellosis,2012,5,VIC,168
Salmonellosis,2012,6,VIC,189
Salmonellosis,2012,7,VIC,148
Salmonellosis,2012,8,VIC,186
Salmonellosis,2012,9,VIC,160
Salmonellosis,2012,10,VIC,193
Salmonellosis,2012,11,VIC,247
Salmonellosis,2012,12,VIC,218
Salmonellosis,2013,1,VIC,322
Salmonellosis,2013,2,VIC,266
Salmonellosis,2013,3,VIC,414
Salmonellosis,2013,4,VIC,263
Salmonellosis,2013,5,VIC,277
Salmonellosis,2013,6,VIC,162
Salmonellosis,2013,7,VIC,173
Salmonellosis,2013,8,VIC,196
Salmonellosis,2013,9,VIC,190
Salmonellosis,2013,10,VIC,188
Salmonellosis,2013,11,VIC,247
Salmonellosis,2013,12,VIC,219
Salmonellosis,2014,1,VIC,381
Salmonellosis,2014,2,VIC,495
Salmonellosis,2014,3,VIC,298
Salmonellosis,2014,4,VIC,296
Salmonellosis,2014,5,VIC,349
Salmonellosis,2014,6,VIC,247
Salmonellosis,2014,7,VIC,225
Salmonellosis,2014,8,VIC,265
Salmonellosis,2014,9,VIC,192
Salmonellosis,2014,10,VIC,327
Salmonellosis,2014,11,VIC,319
Salmonellosis,2014,12,VIC,285
Salmonellosis,2015,1,VIC,374
Salmonellosis,2015,2,VIC,365
Salmonellosis,2015,3,VIC,320
Salmonellosis,2015,4,VIC,398
Salmonellosis,2015,5,VIC,322
Salmonellosis,2015,6,VIC,200
Salmonellosis,2015,7,VIC,318
Salmonellosis,2015,8,VIC,192
Salmonellosis,2015,9,VIC,201
Salmonellosis,2015,10,VIC,308
Salmonellosis,2015,11,VIC,216
Salmonellosis,2015,12,VIC,280
Salmonellosis,2016,1,VIC,561
Salmonellosis,2016,2,VIC,582
Salmonellosis,2016,3,VIC,330
Salmonellosis,2016,4,VIC,346
Salmonellosis,2016,5,VIC,321
Salmonellosis,2016,6,VIC,273
Salmonellosis,2016,7,VIC,325
Salmonellosis,2016,8,VIC,216
Salmonellosis,2016,9,VIC,285
Salmonellosis,2016,10,VIC,232
Salmonellosis,2016,11,VIC,243
Salmonellosis,2016,12,VIC,399
Salmonellosis,2017,1,VIC,372
Salmonellosis,2017,2,VIC,314
Salmonellosis,2017,3,VIC,436
Salmonellosis,2017,4,VIC,237
Salmonellosis,2017,5,VIC,257
Salmonellosis,2017,6,VIC,230
Salmonellosis,2017,7,VIC,191
Salmonellosis,2017,8,VIC,187
Salmonellosis,2017,9,VIC,224
Salmonellosis,2017,10,VIC,262
Salmonellosis,2017,11,VIC,253
Salmonellosis,2017,12,VIC,248
Salmonellosis,2018,1,VIC,317
Salmonellosis,2018,2,VIC,315
Salmonellosis,2018,3,VIC,369
Salmonellosis,2018,4,VIC,232
Salmonellosis,2018,5,VIC,215
Salmonellosis,2018,6,VIC,246
Salmonellosis,2018,7,VIC,193
Salmonellosis,2018,8,VIC,243
Salmonellosis,2018,9,VIC,169
Salmonellosis,2018,10,VIC,225
Salmonellosis,2018,11,VIC,287
Salmonellosis,2018,12,VIC,264
Salmonellosis,2019,1,VIC,291
Salmonellosis,2019,2,VIC,314
Salmonellosis,2019,3,VIC,322
Salmonellosis,2019,4,VIC,277
Salmonellosis,2019,5,VIC,285
Salmonellosis,2019,6,VIC,197
Salmonellosis,2019,7,VIC,213
Salmonellosis,2019,8,VIC,246
Salmonellosis,2019,9,VIC,227
Salmonellosis,2019,10,VIC,238
Salmonellosis,2019,11,VIC,321
Salmonellosis,2019,12,VIC,233
Salmonellosis,2020,1,VIC,396
Salmonellosis,2020,2,VIC,324
Salmonellosis,2020,3,VIC,173
Salmonellosis,2020,4,VIC,88
Salmonellosis,2020,5,VIC,174
Salmonellosis,2020,6,VIC,111
Salmonellosis,2020,7,VIC,72
Salmonellosis,2020,8,VIC,85
Salmonellosis,2020,9,VIC,82
Salmonellosis,2020,10,VIC,115
Salmonellosis,2020,11,VIC,93
Salmonellosis,2020,12,VIC,102
Salmonellosis,2021,1,VIC,212
Salmonellosis,2021,2,VIC,120
Salmonellosis,2021,3,VIC,105
Salmonellosis,2021,4,VIC,121
Salmonellosis,2021,5,VIC,83
Salmonellosis,2021,6,VIC,79
Salmonellosis,2021,7,VIC,77
Salmonellosis,2021,8,VIC,66
Salmonellosis,2021,9,VIC,95
Salmonellosis,2021,10,VIC,135
Salmonellosis,2021,11,VIC,185
Salmonellosis,2021,12,VIC,145
Salmonellosis,2022,1,VIC,110
Salmonellosis,2022,2,VIC,158
Salmonellosis,2022,3,VIC,166
Salmonellosis,2022,4,VIC,152
Salmonellosis,2022,5,VIC,150
Salmonellosis,2022,6,VIC,119
Salmonellosis,2022,7,VIC,151
Salmonellosis,2022,8,VIC,128
Salmonellosis,2022,9,VIC,177
Salmonellosis,2022,10,VIC,165
Salmonellosis,2022,11,VIC,169
Salmonellosis,2022,12,VIC,189
Salmonellosis,2023,1,VIC,232
Salmonellosis,2023,2,VIC,169
Salmonellosis,2023,3,VIC,178
Salmonellosis,2023,4,VIC,142
Salmonellosis,2023,5,VIC,159
Salmonellosis,2023,6,VIC,171
Salmonellosis,2023,7,VIC,192
Salmonellosis,2023,8,VIC,159
Salmonellosis,2023,9,VIC,228
Salmonellosis,2023,10,VIC,177
Salmonellosis,2023,11,VIC,204
Salmonellosis,2023,12,VIC,209
Salmonellosis,2024,1,VIC,203
Salmonellosis,2024,2,VIC,191
Salmonellosis,2024,3,VIC,185
Salmonellosis,2024,4,VIC,148
Salmonellosis,2024,5,VIC,188
Salmonellosis,2024,6,VIC,172
Salmonellosis,2024,7,VIC,157
Salmonellosis,2024,8,VIC,174
Salmonellosis,2024,9,VIC,155
Salmonellosis,2024,10,VIC,172
Salmonellosis,2024,11,VIC,204
Salmonellosis,2024,12,VIC,182
Salmonellosis,2025,1,VIC,13
Salmonellosis,2009,1,WA,101
Salmonellosis,2009,2,WA,113
Salmonellosis,2009,3,WA,59
Salmonellosis,2009,4,WA,83
Salmonellosis,2009,5,WA,108
Salmonellosis,2009,6,WA,59
Salmonellosis,2009,7,WA,109
Salmonellosis,2009,8,WA,76
Salmonellosis,2009,9,WA,75
Salmonellosis,2009,10,WA,144
Salmonellosis,2009,11,WA,82
Salmonellosis,2009,12,WA,96
Salmonellosis,2010,1,WA,145
Salmonellosis,2010,2,WA,125
Salmonellosis,2010,3,WA,85
Salmonellosis,2010,4,WA,131
Salmonellosis,2010,5,WA,100
Salmonellosis,2010,6,WA,99
Salmonellosis,2010,7,WA,123
Salmonellosis,2010,8,WA,68
Salmonellosis,2010,9,WA,72
Salmonellosis,2010,10,WA,114
Salmonellosis,2010,11,WA,95
Salmonellosis,2010,12,WA,127
Salmonellosis,2011,1,WA,140
Salmonellosis,2011,2,WA,131
Salmonellosis,2011,3,WA,142
Salmonellosis,2011,4,WA,115
Salmonellosis,2011,5,WA,86
